"entrezgene_id" "external_gene_name"
100267587 "LOC100267587"
100266379 "VIT_05s0094g01100"
100248841 "VIT_18s0001g11750"
100245697 "VIT_04s0008g06780"
100258640 "LOC100258640"
100255132 "VIT_18s0089g00400"
100253196 "VIT_16s0022g02200"
100253074 "VIT_13s0019g01040"
100256796 "VIT_13s0064g00380"
100256432 "EIN3"
104880034 "VIT_01s0026g00050"
100254016 "RPS13_1"
100266480 "LOC100266480"
100259827 "LOC100259827"
100267692 "VIT_15s0048g02080"
100243481 "LOC100243481"
100247724 "CYP93E1"
100244335 "VIT_07s0104g01290"
100248815 "VIT_15s0048g02500"
100242155 "OPT3_0"
100266367 "VIT_16s0022g01430"
100263083 "LOC100263083"
100264067 "VIT_19s0090g01460"
100265035 "VIT_01s0010g00590"
100247720 "LOC100247720"
100246751 "VIT_06s0004g05640"
100241189 "VIT_10s0003g01640"
100267459 "VIT_10s0003g00890"
100246874 "CBL4"
100242399 "ACL5_0"
100253161 "LOC100253161"
100248818 "LOC100248818"
100246639 "LOC100246639"
100255113 "VIT_05s0077g01770"
100255235 "LOC100255235"
104880162 "CK203_083079"
100258862 "GATA9_3"
100258741 "VIT_08s0056g01700"
104880164 "LOC104880164"
100255239 "LOC100255239"
100233103 "GPEPC"
100255478 "VIT_10s0116g00280"
100257777 "VIT_07s0031g00200"
100242041 "LOC100242041"
100266475 "VIT_11s0016g05240"
100242167 "VIT_16s0050g01860"
100265386 "VIT_08s0056g01120"
100245557 "LOC100245557"
100242045 "LOC100242045"
100266598 "LOC100266598"
100245310 "VIT_07s0005g00100"
100265027 "VIT_13s0019g03210"
100242169 "VIT_01s0011g04970"
100253170 "LOC100253170"
100254141 "LOC100254141"
100255351 "LOC100255351"
100255322 "VIT_13s0067g03420"
100257621 "VIT_07s0129g00250"
100256530 "LOC100256530"
100257626 "RK12_1"
100256535 "LOC100256535"
100263069 "VIT_08s0007g01920"
100256538 "LOC100256538"
100265493 "LOC100265493"
100262096 "LOC100262096"
100258719 "LOC100258719"
100266100 "CK203_080332"
100248911 "LOC100248911"
100243342 "LOC100243342"
100243221 "LOC100243221"
100242494 "VIT_00s0194g00200"
100246971 "VIT_07s0005g00510"
100245522 "VIT_04s0044g00190"
100243229 "VIT_11s0037g00330"
100260907 "LOC100260907"
100243107 "VIT_07s0005g06300"
100256891 "LOC100256891"
100247708 "LOC100247708"
100260903 "LOC100260903"
100251097 "VIT_05s0020g03170"
100258967 "VIT_10s0003g02590"
100257752 "LOC100257752"
100254363 "VIT_04s0008g06130"
100256300 "VIT_12s0134g00510"
100252068 "dtd_0"
100257757 "LOC100257757"
100254367 "VIT_07s0031g02480"
100242262 "LOC100242262"
100243592 "VIT_19s0090g01780"
100258729 "VIT_19s0085g01190"
100241176 "LOC100241176"
100242023 "VIT_18s0001g06760"
100243111 "VIT_05s0077g01240"
100244206 "FER1_1"
100266456 "VIT_04s0008g03730"
100245411 "VIT_18s0001g07960"
100245654 "VIT_07s0129g01000"
100244565 "VIT_03s0088g00410"
100244202 "VIT_01s0010g02750"
100247717 "LOC100247717"
100245659 "VIT_04s0008g01720"
100254240 "LOC100254240"
100253394 "VIT_13s0064g01030"
100253364 "LOC100253364"
100256875 "VIT_12s0059g01750"
100255429 "LOC100255429"
100264263 "VIT_18s0001g15310"
100266320 "VIT_11s0016g05110"
100264143 "DOF4.6_0"
100262072 "LOC100262072"
100266202 "VIT_14s0108g01490"
100267896 "LOC100267896"
104879249 "VIT_05s0020g03010"
100852716 "VIT_18s0072g00820"
104879248 "VIT_05s0020g02930"
100256642 "VIT_16s0100g01300"
100257975 "VIT_07s0104g01490"
100257854 "LOC100257854"
100258700 "VIT_02s0025g00180"
100254346 "VIT_01s0011g02150"
100256529 "LOC100256529"
100241393 "LOC100241393"
100267760 "LOC100267760"
100265341 "VIT_06s0009g03810"
100263172 "LOC100263172"
100264496 "LOC100264496"
100242483 "VIT_07s0141g00850"
100247810 "VIT_05s0020g01970"
100267889 "VIT_04s0008g03820"
100264019 "PHYE"
100852965 "VIT_10s0071g00940"
100255792 "LOC100255792"
100853930 "VIT_17s0000g02530"
100248905 "LOC100248905"
100257028 "VIT_17s0000g06880"
100261647 "VIT_04s0023g02010"
100259324 "VIT_04s0008g06640"
100260314 "VIT_09s0018g01240"
100261644 "CK203_055030"
100854472 "LOC100854472"
100250750 "VITISV_005932"
100260432 "VIT_17s0000g07790"
100262852 "LOC100262852"
100247100 "LOC100247100"
100267073 "LOC100267073"
100250879 "CK203_076384"
100268043 "LOC100268043"
100267198 "LOC100267198"
100267077 "LOC100267077"
100246139 "LOC100246139"
100246378 "VIT_14s0068g00680"
100249644 "VvCHDh000989_2"
100248314 "VIT_18s0001g06720"
100258354 "LOC100258354"
100258476 "LOC100258476"
100257143 "LOC100257143"
100257384 "LOC100257384"
100264906 "VIT_08s0007g01610"
100261418 "LOC100261418"
100241929 "LOC100241929"
100261416 "LOC100261416"
100262625 "VIT_01s0150g00100"
100261413 "VIT_05s0020g02480"
100258127 "VIT_13s0019g01860"
100259338 "VIT_04s0008g05120"
100252700 "VIT_09s0002g08470"
100268031 "LOC100268031"
100250401 "LOC100250401"
100249652 "LOC100249652"
100250645 "LOC100250645"
100249531 "LOC100249531"
100248560 "LOC100248560"
100249892 "LOC100249892"
100247590 "VIT_16s0022g02320"
100260680 "VIT_19s0177g00340"
100244083 "VIT_16s0050g01510"
100245051 "LOC100245051"
100253915 "LOC100253915"
100251616 "VIT_06s0061g01230"
100268159 "LOC100268159"
100249899 "VIT_13s0106g00740"
100247357 "VIT_17s0000g02440"
100257150 "LOC100257150"
100233044 "LOC100233044"
100258486 "VIT_18s0001g05850"
100241815 "VIT_03s0180g00030"
100240969 "LOC100240969"
100241814 "LOC100241814"
100240928 "VIT_05s0020g03180"
100259307 "LOC100259307"
100262957 "LOC100262957"
100257246 "VIT_19s0014g00110"
100260535 "LOC100260535"
100256399 "VIT_13s0019g00740"
100259429 "VIT_01s0011g05290"
100240927 "LOC100240927"
100267290 "VIT_16s0050g02330"
100259668 "VIT_05s0049g01130"
100248894 "LOC100248894"
100247683 "LOC100247683"
100854250 "VIT_06s0004g02290"
100247561 "LOC100247561"
100245386 "LOC100245386"
100248891 "LOC100248891"
100268143 "LOC100268143"
100245028 "VvCHDh001006_1"
100252905 "VIT_18s0117g00260"
100252909 "VIT_05s0020g04130"
100268029 "VIT_14s0108g00760"
100263815 "LOC100263815"
100259438 "LOC100259438"
100262724 "LOC100262724"
100262602 "LOC100262602"
100259799 "VIT_15s0021g00960"
100260421 "VIT_15s0107g00270"
100267160 "LOC100267160"
100267162 "LOC100267162"
100246361 "LOC100246361"
100245393 "LOC100245393"
100266079 "VIT_12s0028g02160"
100247335 "VIT_01s0011g02740"
100245035 "LOC100245035"
100245036 "VIT_06s0004g03020"
100248423 "VIT_06s0004g08360"
100244069 "VIT_01s0011g03280"
100240940 "VIT_05s0020g01200"
100263801 "LOC100263801"
100259554 "LOC100259554"
100257134 "LOC100257134"
100256285 "LOC100256285"
100260419 "LOC100260419"
100258679 "LOC100258679"
100255046 "Hdhd3_0"
100261965 "LOC100261965"
100259887 "CIPK14"
100258799 "VIT_13s0067g00110"
100259646 "VIT_12s0057g00020"
100243060 "ATAB2"
100251804 "LOC100251804"
100268126 "LOC100268126"
100245369 "VIT_15s0024g01650"
100268009 "VIT_16s0050g01090"
100247546 "LOC100247546"
100256371 "LOC100256371"
100258794 "VIT_06s0004g02090"
100257100 "LOC100257100"
100256374 "LOC100256374"
100256130 "LOC100256130"
100262947 "LOC100262947"
100233127 "TIR1"
100240917 "VIT_14s0128g00320"
104882283 "LOC104882283"
100233126 "LOC100233126"
100233005 "VIT_08s0007g05710"
100258444 "RH26"
100259776 "PPL1_1"
100262941 "LOC100262941"
100246461 "LOC100246461"
100243071 "VIT_01s0026g02680"
100244165 "LOC100244165"
100266295 "VIT_14s0066g02370"
100243195 "LOC100243195"
100265088 "LOC100265088"
100267266 "LOC100267266"
100247679 "LOC100247679"
109122511 "VIT_04s0008g05590"
109122874 "VIT_07s0104g00110"
100245256 "LOC100245256"
100246102 "VIT_02s0025g04650"
100257592 "LOC100257592"
100254083 "LOC100254083"
100259772 "LOC100259772"
100240924 "LOC100240924"
100257595 "LOC100257595"
100240922 "LOC100240922"
100254085 "LOC100254085"
100259505 "VIT_04s0008g02760"
100259748 "VIT_08s0007g02490"
100256476 "RAF1.2_1"
100257444 "VIT_18s0001g09360"
100260734 "LOC100260734"
100855145 "LOC100855145"
100260611 "VIT_08s0007g04340"
100259501 "VIT_17s0000g03710"
100260970 "LOC100260970"
100250931 "LOC100250931"
100242196 "LOC100242196"
100267372 "VIT_02s0025g00210"
100267130 "VIT_05s0077g00670"
100266167 "VIT_15s0048g00770"
100246796 "VIT_04s0008g07340"
100245587 "VIT_07s0031g00650"
100257684 "LOC100257684"
100247529 "VIT_04s0008g06690"
104881173 "LOC104881173"
100233027 "PIP2-7_0"
100258301 "VIT_14s0068g00910"
100259756 "VIT_05s0020g03440"
100233025 "MYCA1"
100245592 "LOC100245592"
100245595 "LOC100245595"
100258309 "VIT_07s0005g03840"
100267363 "LOC100267363"
100249838 "VIT_14s0068g00280"
100244149 "VIT_12s0057g00200"
100267367 "VIT_06s0004g05000"
100242087 "VIT_18s0001g00500"
100248623 "VIT_19s0014g00400"
100251908 "BOR1"
100245113 "AHL25_1"
100244267 "VIT_12s0057g00600"
100253093 "LOC100253093"
100257450 "LOC100257450"
100256361 "LOC100256361"
100243819 "VIT_15s0024g00640"
100246092 "HOS3_3"
100252772 "VIT_05s0049g00950"
100262458 "LOC100262458"
100252532 "VIT_04s0008g04310"
100252411 "VIT_15s0048g01810"
100260155 "GT4_7"
100250114 "LOC100250114"
100254719 "LOC100254719"
100232924 "Mdhg"
100248273 "LOC100248273"
100264883 "VIT_16s0039g01820"
100241764 "VIT_19s0014g02970"
100265615 "LOC100265615"
100853428 "LOC100853428"
100259048 "LOC100259048"
100266827 "LOC100266827"
100241648 "LOC100241648"
100258197 "LOC100258197"
100252786 "VIT_12s0057g01080"
100251697 "VIT_06s0061g00770"
100853790 "LOC100853790"
100260169 "LOC100260169"
100250124 "LOC100250124"
100261135 "LOC100261135"
100262344 "VIT_03s0038g02510"
104879510 "LOC104879510"
100263311 "LOC100263311"
100253515 "LOC100253515"
100259293 "LOC100259293"
100264632 "VIT_01s0011g06330"
100266931 "DCTPP1_0"
100259177 "VIT_13s0047g01190"
100266937 "LOC100266937"
100265729 "VIT_00s0317g00130"
100854653 "VIT_16s0050g01990"
100261348 "VIT_08s0007g03250"
100253961 "VIT_12s0028g01790"
100854771 "LOC100854771"
100260256 "VIT_18s0041g01350"
100252511 "VIT_07s0031g02140"
100262312 "CDC2A_1"
100249103 "LOC100249103"
100250698 "LOC100250698"
100250578 "LOC100250578"
100260011 "LOC100260011"
100249581 "ZFP2_1"
100246195 "LOC100246195"
100259380 "VIT_17s0000g04840"
100258292 "VIT_14s0083g00120"
100263410 "TCP13_1"
100264623 "LOC100264623"
100258056 "LOC100258056"
100263777 "LOC100263777"
100241743 "LOC100241743"
100853208 "VIT_05s0020g00870"
100265959 "VIT_12s0028g03910"
100252760 "VIT_07s0130g00120"
100250342 "LOC100250342"
100260389 "VIT_08s0056g00150"
100260387 "LOC100260387"
100254822 "LOC100254822"
104877310 "LOC104877310"
100253859 "VIT_19s0090g01000"
100253858 "LOC100253858"
100249595 "VIT_04s0023g00780"
100249111 "LOC100249111"
100232935 "LOC100232935"
100253609 "VIT_14s0081g00200"
100257092 "LOC100257092"
100263884 "VIT_17s0000g08750"
100244905 "LOC100244905"
100258067 "LOC100258067"
100266911 "VIT_19s0015g01920"
100263404 "LOC100263404"
100265705 "LOC100265705"
100263528 "LOC100263528"
100251880 "VGT2"
100260359 "VIT_19s0085g01180"
100261203 "VIT_14s0066g00850"
100250676 "LOC100250676"
100248356 "LOC100248356"
100248114 "LOC100248114"
100260351 "VIT_14s0006g01250"
100253703 "LOC100253703"
100253823 "LOC100253823"
100249685 "LOC100249685"
100262771 "VIT_04s0008g05430"
100250309 "VIT_03s0063g00110"
100263871 "VIT_06s0004g05180"
100247147 "LOC100247147"
100264962 "VIT_14s0060g00710"
100264963 "VIT_15s0021g01880"
100249205 "VIT_01s0011g06200"
100265933 "LOC100265933"
100259365 "LOC100259365"
100265937 "LOC100265937"
100264848 "VIT_05s0020g01740"
100258274 "LOC100258274"
100853588 "VIT_14s0066g02250"
100260007 "LOC100260007"
100262788 "LOC100262788"
100249576 "LOC100249576"
100251534 "LOC100251534"
100261454 "LOC100261454"
100246066 "LOC100246066"
100262663 "VIT_12s0028g03380"
100262542 "VIT_12s0028g02340"
100252988 "LOC100252988"
100250325 "VIT_03s0038g02470"
100246189 "LOC100246189"
100250204 "LOC100250204"
100248242 "ARASP_1"
100253717 "VIT_08s0007g06960"
100240880 "CK203_093136"
100248009 "VIT_13s0084g00630"
100247039 "LOC100247039"
100264953 "LOC100264953"
100265921 "LOC100265921"
100241976 "LOC100241976"
100242823 "LOC100242823"
100263865 "LOC100263865"
100264955 "LOC100264955"
100265802 "LOC100265802"
100259498 "LOC100259498"
100264956 "LOC100264956"
100263625 "LOC100263625"
100243916 "LOC100243916"
100258042 "LOC100258042"
100259132 "LOC100259132"
100261308 "VIT_14s0060g00820"
100259229 "VIT_02s0012g01120"
100265908 "VIT_10s0003g02710"
100261428 "LOC100261428"
100262757 "LOC100262757"
100250891 "VIT_07s0031g01960"
100258017 "WEX_14"
100250651 "VIT_18s0001g08330"
100250410 "VIT_14s0030g00410"
100252711 "LOC100252711"
100262630 "VIT_02s0012g00310"
100248694 "LOC100248694"
100247487 "LOC100247487"
100260692 "VIT_07s0005g00040"
100253922 "LOC100253922"
100261660 "LOC100261660"
100244092 "VIT_02s0109g00080"
100247483 "VIT_18s0157g00090"
100246151 "VIT_02s0025g01520"
100248215 "VIT_08s0040g00630"
100241942 "LOC100241942"
100259462 "LOC100259462"
100262529 "CK203_074487"
100262649 "psbP1"
100853254 "VvCHDh000454_13"
100262769 "VIT_01s0011g02180"
100260104 "SCPL45_6"
100853372 "CK203_078759"
100252961 "VIT_15s0021g01870"
100251632 "LOC100251632"
100261673 "LOC100261673"
100251756 "LOC100251756"
100246288 "LOC100246288"
100251997 "LOC100251997"
100252844 "LOC100252844"
100247376 "LOC100247376"
100253936 "LOC100253936"
109122806 "LOC109122806"
100253937 "LOC100253937"
100248460 "CK203_007442"
100250429 "LOC100250429"
100249556 "RPP1A_0"
100242923 "LOC100242923"
100241833 "LOC100241833"
100258386 "LOC100258386"
100257294 "LOC100257294"
100257298 "LOC100257298"
